#   t       A            B            C            D
0.314000 2.8058514501 0.6996021093 0.0000000000 0.0000000000
0.315000 2.8065517919 0.7010810760 0.0000000000 0.0000000000
0.316000 2.8072536102 0.7025549396 0.0000000000 0.0000000000
0.317000 2.8079568998 0.7040237070 0.0000000000 0.0000000000
0.318000 2.8086616556 0.7054873852 0.0000000000 0.0000000000
0.319000 2.8093678726 0.7069459813 0.0000000000 0.0000000000
0.320000 2.8100755456 0.7083995024 0.0000000000 0.0000000000
0.321000 2.8107846696 0.7098479559 0.0000000000 0.0000000000
0.322000 2.8114952395 0.7112913490 0.0000000000 0.0000000000
0.323000 2.8122072503 0.7127296892 0.0000000000 0.0000000000
0.324000 2.8129206969 0.7141629840 0.0000000000 0.0000000000
0.325000 2.8136355743 0.7155912409 0.0000000000 0.0000000000
0.326000 2.8143518774 0.7170144677 0.0000000000 0.0000000000
0.327000 2.8150696013 0.7184326720 0.0000000000 0.0000000000
0.328000 2.8157887408 0.7198458617 0.0000000000 0.0000000000
0.329000 2.8165092910 0.7212540446 0.0000000000 0.0000000000
0.330000 2.8172312469 0.7226572289 0.0000000000 0.0000000000
0.331000 2.8179546035 0.7240554224 0.0000000000 0.0000000000
0.332000 2.8186793558 0.7254486333 0.0000000000 0.0000000000
0.333000 2.8194054989 0.7268368699 0.0000000000 0.0000000000
0.334000 2.8201330276 0.7282201404 0.0000000000 0.0000000000
0.335000 2.8208619372 0.7295984531 0.0000000000 0.0000000000
0.336000 2.8215922226 0.7309718164 0.0000000000 0.0000000000
0.337000 2.8223238789 0.7323402389 0.0000000000 0.0000000000
0.338000 2.8230569012 0.7337037291 0.0000000000 0.0000000000
0.339000 2.8237912845 0.7350622956 0.0000000000 0.0000000000
0.340000 2.8245270239 0.7364159471 0.0000000000 0.0000000000
0.341000 2.8252641145 0.7377646924 0.0000000000 0.0000000000
0.342000 2.8260025513 0.7391085402 0.0000000000 0.0000000000
0.343000 2.8267423296 0.7404474996 0.0000000000 0.0000000000
0.344000 2.8274834445 0.7417815793 0.0000000000 0.0000000000
0.345000 2.8282258909 0.7431107886 0.0000000000 0.0000000000
0.346000 2.8289696641 0.7444351364 0.0000000000 0.0000000000
0.347000 2.8297147593 0.7457546318 0.0000000000 0.0000000000
0.348000 2.8304611715 0.7470692842 0.0000000000 0.0000000000
0.349000 2.8312088960 0.7483791027 0.0000000000 0.0000000000
0.350000 2.8319579279 0.7496840966 0.0000000000 0.0000000000
0.351000 2.8327082623 0.7509842755 0.0000000000 0.0000000000
0.352000 2.8334598946 0.7522796486 0.0000000000 0.0000000000
0.353000 2.8342128198 0.7535702256 0.0000000000 0.0000000000
0.354000 2.8349670332 0.7548560159 0.0000000000 0.0000000000
0.355000 2.8357225300 0.7561370292 0.0000000000 0.0000000000
0.356000 2.8364793054 0.7574132752 0.0000000000 0.0000000000
0.357000 2.8372373547 0.7586847635 0.0000000000 0.0000000000
0.358000 2.8379966731 0.7599515039 0.0000000000 0.0000000000
0.359000 2.8387572559 0.7612135064 0.0000000000 0.0000000000
0.360000 2.8395190983 0.7624707807 0.0000000000 0.0000000000
0.361000 2.8402821957 0.7637233367 0.0000000000 0.0000000000
0.362000 2.8410465432 0.7649711845 0.0000000000 0.0000000000
0.363000 2.8418121362 0.7662143342 0.0000000000 0.0000000000
0.364000 2.8425789701 0.7674527957 0.0000000000 0.0000000000
0.365000 2.8433470400 0.7686865791 0.0000000000 0.0000000000
0.366000 2.8441163414 0.7699156948 0.0000000000 0.0000000000
0.367000 2.8448868696 0.7711401529 0.0000000000 0.0000000000
0.368000 2.8456586200 0.7723599636 0.0000000000 0.0000000000
0.369000 2.8464315878 0.7735751373 0.0000000000 0.0000000000
0.370000 2.8472057685 0.7747856844 0.0000000000 0.0000000000
0.371000 2.8479811574 0.7759916151 0.0000000000 0.0000000000
0.372000 2.8487577500 0.7771929401 0.0000000000 0.0000000000
0.373000 2.8495355415 0.7783896697 0.0000000000 0.0000000000
0.374000 2.8503145275 0.7795818145 0.0000000000 0.0000000000
0.375000 2.8510947034 0.7807693850 0.0000000000 0.0000000000
0.376000 2.8518760646 0.7819523920 0.0000000000 0.0000000000
0.377000 2.8526586065 0.7831308459 0.0000000000 0.0000000000
0.378000 2.8534423245 0.7843047575 0.0000000000 0.0000000000
0.379000 2.8542272143 0.7854741376 0.0000000000 0.0000000000
0.380000 2.8550132711 0.7866389968 0.0000000000 0.0000000000
0.381000 2.8558004906 0.7877993460 0.0000000000 0.0000000000
0.382000 2.8565888681 0.7889551960 0.0000000000 0.0000000000
0.383000 2.8573783992 0.7901065576 0.0000000000 0.0000000000
0.384000 2.8581690795 0.7912534419 0.0000000000 0.0000000000
0.385000 2.8589609044 0.7923958596 0.0000000000 0.0000000000
0.386000 2.8597538695 0.7935338219 0.0000000000 0.0000000000
0.387000 2.8605479704 0.7946673396 0.0000000000 0.0000000000
0.388000 2.8613432025 0.7957964238 0.0000000000 0.0000000000
0.389000 2.8621395616 0.7969210856 0.0000000000 0.0000000000
0.390000 2.8629370431 0.7980413361 0.0000000000 0.0000000000
0.391000 2.8637356426 0.7991571864 0.0000000000 0.0000000000
0.392000 2.8645353558 0.8002686476 0.0000000000 0.0000000000
0.393000 2.8653361782 0.8013757310 0.0000000000 0.0000000000
0.394000 2.8661381056 0.8024784477 0.0000000000 0.0000000000
0.395000 2.8669411335 0.8035768089 0.0000000000 0.0000000000
0.396000 2.8677452576 0.8046708260 0.0000000000 0.0000000000
0.397000 2.8685504735 0.8057605103 0.0000000000 0.0000000000
0.398000 2.8693567770 0.8068458729 0.0000000000 0.0000000000
0.399000 2.8701641636 0.8079269254 0.0000000000 0.0000000000
0.400000 2.8709726292 0.8090036790 0.0000000000 0.0000000000
0.401000 2.8717821694 0.8100761451 0.0000000000 0.0000000000
0.402000 2.8725927799 0.8111443351 0.0000000000 0.0000000000
0.403000 2.8734044564 0.8122082606 0.0000000000 0.0000000000
0.404000 2.8742171948 0.8132679328 0.0000000000 0.0000000000
0.405000 2.8750309907 0.8143233634 0.0000000000 0.0000000000
0.406000 2.8758458400 0.8153745637 0.0000000000 0.0000000000
0.407000 2.8766617383 0.8164215453 0.0000000000 0.0000000000
0.408000 2.8774786815 0.8174643198 0.0000000000 0.0000000000
0.409000 2.8782966653 0.8185028987 0.0000000000 0.0000000000
0.410000 2.8791156857 0.8195372935 0.0000000000 0.0000000000
0.411000 2.8799357384 0.8205675159 0.0000000000 0.0000000000
0.412000 2.8807568192 0.8215935774 0.0000000000 0.0000000000
0.413000 2.8815789240 0.8226154897 0.0000000000 0.0000000000
0.414000 2.8824020486 0.8236332644 0.0000000000 0.0000000000
0.415000 2.8832261890 0.8246469132 0.0000000000 0.0000000000
0.416000 2.8840513409 0.8256564477 0.0000000000 0.0000000000
0.417000 2.8848775003 0.8266618796 0.0000000000 0.0000000000
0.418000 2.8857046631 0.8276632206 0.0000000000 0.0000000000
0.419000 2.8865328252 0.8286604825 0.0000000000 0.0000000000
0.420000 2.8873619826 0.8296536769 0.0000000000 0.0000000000
0.421000 2.8881921311 0.8306428155 0.0000000000 0.0000000000
